240,50,60,h2h2ll,500000,0.01996
240,50,70,h2h2ll,500000,0.01744
240,50,80,h2h2ll,500000,0.0156
240,50,90,h2h2ll,500000,0.01411
240,50,100,h2h2ll,500000,0.01252
240,50,110,h2h2ll,500000,0.01056
240,50,120,h2h2ll,500000,0.008634
240,50,130,h2h2ll,500000,0.006792
240,50,140,h2h2ll,0,0.005089
240,50,150,h2h2ll,500000,0.003553
240,50,160,h2h2ll,500000,0.002226
240,50,170,h2h2ll,500000,0.001157
240,55,65,h2h2ll,500000,0.01846
240,55,75,h2h2ll,500000,0.01593
240,55,85,h2h2ll,500000,0.01407
240,55,95,h2h2ll,500000,0.01251
240,55,105,h2h2ll,500000,0.0109
240,55,115,h2h2ll,500000,0.008969
240,55,125,h2h2ll,500000,0.007102
240,55,135,h2h2ll,500000,0.005344
240,55,145,h2h2ll,500000,0.003774
240,55,155,h2h2ll,500000,0.002386
240,55,165,h2h2ll,500000,0.00125
240,55,175,h2h2ll,500000,0.0004255
240,60,70,h2h2ll,500000,0.01685
240,60,80,h2h2ll,500000,0.01437
240,60,90,h2h2ll,500000,0.01249
240,60,100,h2h2ll,500000,0.01089
240,60,110,h2h2ll,500000,0.009258
240,60,120,h2h2ll,500000,0.007382
240,60,130,h2h2ll,500000,0.005601
240,60,140,h2h2ll,500000,0.00397
240,60,150,h2h2ll,500000,0.002532
240,60,160,h2h2ll,500000,0.00134
240,60,170,h2h2ll,500000,0.0004572
240,60,180,h2h2ll,500000,6.172e-06
240,65,75,h2h2ll,500000,0.01519
240,65,85,h2h2ll,500000,0.01276
240,65,95,h2h2ll,500000,0.01087
240,65,105,h2h2ll,500000,0.009242
240,65,115,h2h2ll,500000,0.007614
240,65,125,h2h2ll,500000,0.005816
240,65,135,h2h2ll,500000,0.004147
240,65,145,h2h2ll,6255,0.002667
240,65,155,h2h2ll,500000,0.001424
240,65,165,h2h2ll,500000,0.000489
240,65,175,h2h2ll,500000,2.92e-06
240,65,185,h2h2ll,500000,1.235e-06
240,70,80,h2h2ll,500000,0.0135
240,70,90,h2h2ll,500000,0.01112
240,70,100,h2h2ll,500000,0.009228
240,70,110,h2h2ll,500000,0.00761
240,70,120,h2h2ll,500000,0.006004
240,70,130,h2h2ll,500000,0.004307
240,70,140,h2h2ll,500000,0.002785
240,70,150,h2h2ll,500000,0.001496
240,70,160,h2h2ll,500000,0.0005191
240,70,170,h2h2ll,500000,8.479e-07
240,70,180,h2h2ll,500000,3.129e-07
240,70,190,h2h2ll,500000,2.916e-07
240,75,85,h2h2ll,500000,0.01173
240,75,95,h2h2ll,500000,0.009441
240,75,105,h2h2ll,500000,0.007594
240,75,115,h2h2ll,500000,0.005989
240,75,125,h2h2ll,500000,0.004442
240,75,135,h2h2ll,500000,0.002891
240,75,145,h2h2ll,500000,0.001566
240,75,155,h2h2ll,500000,0.0005465
240,75,165,h2h2ll,500000,1.331e-07
240,75,175,h2h2ll,500000,4.238e-08
240,75,185,h2h2ll,500000,3.665e-08
240,75,195,h2h2ll,500000,3.474e-08
240,80,90,h2h2ll,500000,0.009974
240,80,100,h2h2ll,500000,0.007773
240,80,110,h2h2ll,500000,0.005984
240,80,120,h2h2ll,500000,0.004429
240,80,130,h2h2ll,500000,0.002985
240,80,140,h2h2ll,500000,0.001627
240,80,150,h2h2ll,500000,0.0005718
240,80,160,h2h2ll,500000,5.423e-08
240,80,170,h2h2ll,500000,1.569e-08
240,80,180,h2h2ll,500000,1.332e-08
240,80,190,h2h2ll,500000,1.26e-08
240,80,200,h2h2ll,500000,1.235e-08
240,85,95,h2h2ll,500000,0.008205
240,85,105,h2h2ll,500000,0.006128
240,85,115,h2h2ll,500000,0.004434
240,85,125,h2h2ll,500000,0.002975
240,85,135,h2h2ll,500000,0.001678
240,85,145,h2h2ll,500000,0.0005937
240,85,155,h2h2ll,500000,2.398e-08
240,85,165,h2h2ll,500000,6.211e-09
240,85,175,h2h2ll,500000,5.265e-09
240,85,185,h2h2ll,500000,5.009e-09
240,85,195,h2h2ll,500000,4.944e-09
240,85,205,h2h2ll,500000,4.963e-09
240,90,100,h2h2ll,500000,0.006466
240,90,110,h2h2ll,500000,0.004532
240,90,120,h2h2ll,500000,0.002975
240,90,130,h2h2ll,500000,0.001672
240,90,140,h2h2ll,500000,0.0006128
240,90,150,h2h2ll,500000,9.929e-09
240,90,160,h2h2ll,500000,2.26e-09
240,90,170,h2h2ll,500000,1.925e-09
240,90,180,h2h2ll,500000,1.848e-09
240,90,190,h2h2ll,500000,1.843e-09
240,90,200,h2h2ll,500000,1.866e-09
240,90,210,h2h2ll,500000,1.903e-09
240,95,105,h2h2ll,500000,0.004785
240,95,115,h2h2ll,500000,0.003048
240,95,125,h2h2ll,500000,0.001673
240,95,135,h2h2ll,500000,0.0006108
240,95,145,h2h2ll,500000,3.599e-09
240,95,155,h2h2ll,500000,7.026e-10
240,95,165,h2h2ll,500000,6.067e-10
240,95,175,h2h2ll,500000,5.902e-10
240,95,185,h2h2ll,500000,5.946e-10
240,95,195,h2h2ll,500000,6.071e-10
240,95,205,h2h2ll,500000,6.243e-10
240,95,215,h2h2ll,500000,6.421e-10
240,100,110,h2h2ll,500000,0.003218
240,100,120,h2h2ll,500000,0.001712
240,100,130,h2h2ll,0,0.0006113
240,100,140,h2h2ll,500000,1.057e-09
240,100,150,h2h2ll,500000,1.713e-10
240,100,160,h2h2ll,500000,1.513e-10
240,100,170,h2h2ll,500000,1.494e-10
240,100,180,h2h2ll,500000,1.523e-10
240,100,190,h2h2ll,500000,1.57e-10
240,100,200,h2h2ll,500000,1.627e-10
240,100,210,h2h2ll,500000,1.685e-10
240,100,220,h2h2ll,500000,1.746e-10
240,105,115,h2h2ll,500000,0.001811
240,105,125,h2h2ll,500000,0.000625
240,105,135,h2h2ll,500000,2.253e-10
240,105,145,h2h2ll,500000,2.828e-11
240,105,155,h2h2ll,500000,2.584e-11
240,105,165,h2h2ll,500000,2.594e-11
240,105,175,h2h2ll,500000,2.671e-11
240,105,185,h2h2ll,500000,2.777e-11
240,105,195,h2h2ll,500000,2.895e-11
240,105,205,h2h2ll,500000,3.02e-11
240,105,215,h2h2ll,500000,3.143e-11
240,105,225,h2h2ll,500000,3.265e-11
240,110,120,h2h2ll,500000,0.0006608
240,110,130,h2h2ll,500000,3.628e-11
240,110,140,h2h2ll,500000,2.278e-12
240,110,150,h2h2ll,500000,2.172e-12
240,110,160,h2h2ll,500000,2.21e-12
240,110,170,h2h2ll,500000,2.295e-12
240,110,180,h2h2ll,500000,2.402e-12
240,110,190,h2h2ll,500000,2.517e-12
240,110,200,h2h2ll,500000,2.638e-12
240,110,210,h2h2ll,500000,2.758e-12
240,110,220,h2h2ll,500000,2.878e-12
240,110,230,h2h2ll,500000,2.994e-12
240,115,125,h2h2ll,500000,1.526e-11
240,115,135,h2h2ll,500000,2.992e-14
240,115,145,h2h2ll,500000,2.971e-14
240,115,155,h2h2ll,500000,3.054e-14
240,115,165,h2h2ll,500000,3.182e-14
240,115,175,h2h2ll,500000,3.335e-14
240,115,185,h2h2ll,500000,3.501e-14
240,115,195,h2h2ll,500000,3.677e-14
240,115,205,h2h2ll,500000,3.853e-14
240,115,215,h2h2ll,500000,4.029e-14
240,115,225,h2h2ll,500000,4.201e-14
240,115,235,h2h2ll,500000,4.367e-14
240,50,190,h2h2ll,500000,1.526e-05
240,50,210,h2h2ll,500000,7.7e-06
240,50,230,h2h2ll,500000,7.117e-06
240,50,250,h2h2ll,500000,6.92e-06
240,50,270,h2h2ll,500000,6.822e-06
240,60,200,h2h2ll,500000,2.645e-06
240,60,220,h2h2ll,500000,2.492e-06
240,60,240,h2h2ll,500000,2.445e-06
240,60,260,h2h2ll,500000,2.426e-06
240,60,280,h2h2ll,500000,2.417e-06
240,70,210,h2h2ll,500000,2.816e-07
240,70,230,h2h2ll,500000,2.793e-07
240,70,250,h2h2ll,500000,2.786e-07
240,70,270,h2h2ll,500000,2.788e-07
240,70,290,h2h2ll,500000,2.788e-07
240,80,220,h2h2ll,500000,1.235e-08
240,80,240,h2h2ll,500000,1.258e-08
240,80,260,h2h2ll,500000,1.284e-08
240,80,280,h2h2ll,500000,1.311e-08
240,80,300,h2h2ll,500000,1.338e-08
240,90,230,h2h2ll,500000,1.987e-09
240,90,250,h2h2ll,500000,2.076e-09
240,90,270,h2h2ll,500000,2.158e-09
240,90,290,h2h2ll,500000,2.235e-09
240,90,310,h2h2ll,500000,2.303e-09
240,100,240,h2h2ll,500000,1.861e-10
240,100,260,h2h2ll,500000,1.969e-10
240,100,280,h2h2ll,500000,2.068e-10
240,100,300,h2h2ll,500000,2.156e-10
240,100,320,h2h2ll,500000,2.236e-10
240,110,250,h2h2ll,500000,3.214e-12
240,110,270,h2h2ll,500000,3.415e-12
240,110,290,h2h2ll,500000,3.594e-12
240,110,310,h2h2ll,500000,3.756e-12
240,110,330,h2h2ll,500000,3.897e-12
240,50,142,h2h2ll,8575,0.004765
240,55,147,h2h2ll,500000,0.00347
240,60,152,h2h2ll,500000,0.00227
240,65,157,h2h2ll,500000,0.001211
240,70,162,h2h2ll,500000,0.0003699
240,75,167,h2h2ll,500000,6.627e-08
240,80,172,h2h2ll,500000,1.493e-08
240,85,177,h2h2ll,500000,5.185e-09
240,90,182,h2h2ll,500000,1.843e-09
240,95,187,h2h2ll,500000,5.967e-10
240,100,192,h2h2ll,500000,1.581e-10
240,105,197,h2h2ll,500000,2.918e-11
240,110,202,h2h2ll,500000,2.662e-12
240,115,207,h2h2ll,500000,3.889e-14
240,50,60,h2h2llvv,500000,0.003578
240,50,70,h2h2llvv,500000,4.427e-05
240,50,80,h2h2llvv,500000,3.318e-05
240,50,90,h2h2llvv,500000,2.603e-05
240,50,100,h2h2llvv,410307,2.034e-05
240,50,110,h2h2llvv,500000,1.507e-05
240,50,120,h2h2llvv,500000,1.074e-05
240,50,130,h2h2llvv,500000,7.261e-06
240,50,140,h2h2llvv,500000,4.553e-06
240,50,150,h2h2llvv,500000,2.564e-06
240,50,160,h2h2llvv,500000,1.207e-06
240,50,170,h2h2llvv,500000,4.11e-07
240,55,65,h2h2llvv,500000,0.001331
240,55,75,h2h2llvv,500000,3.455e-05
240,55,85,h2h2llvv,500000,2.628e-05
240,55,95,h2h2llvv,500000,2.05e-05
240,55,105,h2h2llvv,500000,1.57e-05
240,55,115,h2h2llvv,500000,1.125e-05
240,55,125,h2h2llvv,500000,7.659e-06
240,55,135,h2h2llvv,500000,4.824e-06
240,55,145,h2h2llvv,500000,2.743e-06
240,55,155,h2h2llvv,500000,1.302e-06
240,55,165,h2h2llvv,500000,4.435e-07
240,55,175,h2h2llvv,400004,6.511e-08
240,60,70,h2h2llvv,500000,3.91e-05
240,60,80,h2h2llvv,500000,2.73e-05
240,60,90,h2h2llvv,500000,2.068e-05
240,60,100,h2h2llvv,500000,1.581e-05
240,60,110,h2h2llvv,500000,1.171e-05
240,60,120,h2h2llvv,500000,8.01e-06
240,60,130,h2h2llvv,500000,5.094e-06
240,60,140,h2h2llvv,-1,2.905e-06
240,60,150,h2h2llvv,500000,1.389e-06
240,60,160,h2h2llvv,500000,4.76e-07
240,60,170,h2h2llvv,500000,6.766e-08
240,60,180,h2h2llvv,500000,1.79e-09
240,65,75,h2h2llvv,500000,3.086e-05
240,65,85,h2h2llvv,500000,2.147e-05
240,65,95,h2h2llvv,500000,1.592e-05
240,65,105,h2h2llvv,500000,1.177e-05
240,65,115,h2h2llvv,500000,8.324e-06
240,65,125,h2h2llvv,500000,5.323e-06
240,65,135,h2h2llvv,500000,3.055e-06
240,65,145,h2h2llvv,500000,1.471e-06
240,65,155,h2h2llvv,500000,5.072e-07
240,65,165,h2h2llvv,500000,7.124e-08
240,65,175,h2h2llvv,400026,6.476e-10
240,65,185,h2h2llvv,500000,5.787e-10
240,70,80,h2h2llvv,500000,2.43e-05
240,70,90,h2h2llvv,500000,1.654e-05
240,70,100,h2h2llvv,500000,1.184e-05
